Kode;Kategori;Deskripsi;Satuan;Harga Beli;Diskon Beli;Total Beli;Harga Jual;Diskon Jual;Total Jual;;
RJ867;Fitting Rucika;SOCKET(AW) 21/2;PCS;27.400;1500 %;27.400;27.000;0 %;27.000;;
RJ868;Fitting Rucika;SOCKET(AW) 3;PCS;39.400;1500 %;39.400;37.500;0 %;37.500;;
RJ862;Fitting Rucika;SOCKET(AW) 3/4;PCS;3.000;1500 %;3.000;3.000;0 %;3.000;;
RJ869;Fitting Rucika;SOCKET(AW) 4;PCS;77.700;1500 %;77.700;75.000;0 %;75.000;;
RJ870;Fitting Rucika;SOCKET(AW) 6;PCS;163.600;1500 %;163.600;150.000;0 %;150.000;;
RJ871;Fitting Rucika;SOCKET(AW) 8;PCS;330.300;1500 %;330.300;300.000;0 %;300.000;;
RJ895;Fitting Rucika;TDD KUNINGAN (FAUCET TEE) 1/2;PCS;16.300;1500 %;16.300;15.000;0 %;15.000;;
RJ896;Fitting Rucika;TDD KUNINGAN(FAUCET TEE) 3/4;PCS;29.400;1500 %;29.400;26.000;0 %;26.000;;
RJ897;Fitting Rucika;TDD KUNINGAN(FAUCET TEE)1/2X3/4;PCS;16.900;1500 %;16.900;15.000;0 %;15.000;;
RJ892;Fitting Rucika;TDD(FAUCET TEE)AW 1/2;PCS;4.100;1500 %;4.100;4.000;0 %;4.000;;
RJ894;Fitting Rucika;TDD(FAUCET TEE)AW 1/2X3/4;PCS;4.300;1500 %;4.300;4.000;0 %;4.000;;
RJ893;Fitting Rucika;TDD(FAUCET TEE)AW 3/4;PCS;4.800;1500 %;4.800;5.000;0 %;5.000;;
RJ901;Fitting Rucika;TE(AW) 1X1/2;PCS;7.300;1500 %;7.300;7.000;0 %;7.000;;
RJ898;Fitting Rucika;TEE (AW) 1/2;PCS;3.200;1500 %;3.200;3.000;0 %;3.000;;
RJ903;Fitting Rucika;TEE(AW) 1;PCS;6.900;1500 %;6.900;7.500;0 %;7.500;;
RJ912;Fitting Rucika;TEE(AW) 11/2;PCS;15.000;1500 %;15.000;15.000;0 %;15.000;;
RJ910;Fitting Rucika;TEE(AW) 11/2X1;PCS;13.500;1500 %;13.500;12.500;0 %;12.500;;
RJ908;Fitting Rucika;TEE(AW) 11/2X1/2;PCS;12.600;1500 %;12.600;12.500;0 %;12.500;;
RJ911;Fitting Rucika;TEE(AW) 11/2X11/4;PCS;15.000;1500 %;15.000;15.000;0 %;15.000;;
RJ909;Fitting Rucika;TEE(AW) 11/2X3/4;PCS;12.600;1500 %;12.600;15.000;0 %;15.000;;
RJ907;Fitting Rucika;TEE(AW) 11/4;PCS;11.300;1500 %;11.300;10.000;0 %;10.000;;
RJ906;Fitting Rucika;TEE(AW) 11/4X1;PCS;11.000;1500 %;11.000;10.000;0 %;10.000;;
RJ904;Fitting Rucika;TEE(AW) 11/4X1/2;PCS;9.100;1500 %;9.100;8.500;0 %;8.500;;
RJ905;Fitting Rucika;TEE(AW) 11/4X3/4;PCS;9.800;1500 %;9.800;9.500;0 %;9.500;;
RJ902;Fitting Rucika;TEE(AW) 1X3/4;PCS;6.500;1500 %;6.500;6.000;0 %;6.000;;
RJ918;Fitting Rucika;TEE(AW) 2;PCS;23.800;1500 %;23.800;22.500;0 %;22.500;;
RJ921;Fitting Rucika;TEE(AW) 21/2;PCS;38.800;1500 %;38.800;35.000;0 %;35.000;;
RJ919;Fitting Rucika;TEE(AW) 21/2X11/2;PCS;36.100;1500 %;36.100;35.000;0 %;35.000;;
RJ920;Fitting Rucika;TEE(AW) 21/2X2;PCS;36.300;1500 %;36.300;35.000;0 %;35.000;;
RJ913;Fitting Rucika;TEE(AW) 2X1/2;PCS;15.100;1500 %;15.100;15.000;0 %;15.000;;
RJ914;Fitting Rucika;TEE(AW) 2X3/4;PCS;15.300;1500 %;15.300;15.000;0 %;15.000;;
RJ928;Fitting Rucika;TEE(AW) 3;PCS;54.800;1500 %;54.800;50.000;0 %;50.000;;
RJ900;Fitting Rucika;TEE(AW) 3/4;PCS;4.300;1500 %;4.300;4.000;0 %;4.000;;
RJ899;Fitting Rucika;TEE(AW) 3/4X1/2;PCS;4.300;1500 %;4.300;4.000;0 %;4.000;;
RJ923;Fitting Rucika;TEE(AW) 3X1;PCS;33.300;1500 %;33.300;32.500;0 %;32.500;;
RJ924;Fitting Rucika;TEE(AW) 3X11/4;PCS;37.300;1500 %;37.300;35.000;0 %;35.000;;
RJ926;Fitting Rucika;TEE(AW) 3X2;PCS;42.100;1500 %;42.100;40.000;0 %;40.000;;
RJ922;Fitting Rucika;TEE(AW) 3X3/4 ;PCS;32.300;1500 %;32.300;30.000;0 %;30.000;;
RJ933;Fitting Rucika;TEE(AW) 4;PCS;109.400;1500 %;109.400;100.000;0 %;100.000;;
RJ929;Fitting Rucika;TEE(AW) 4X11/2;PCS;83.700;1500 %;83.700;75.000;0 %;75.000;;
RJ930;Fitting Rucika;TEE(AW) 4X2;PCS;84.500;1500 %;84.500;75.000;0 %;75.000;;
RJ931;Fitting Rucika;TEE(AW) 4X21/2;PCS;100.300;1500 %;100.300;100.000;0 %;100.000;;
RJ932;Fitting Rucika;TEE(AW) 4X3;PCS;102.600;1500 %;102.600;100.000;0 %;100.000;;
RJ936;Fitting Rucika;TEE(AW) 5;PCS;192.800;1500 %;192.800;175.000;0 %;175.000;;
RJ934;Fitting Rucika;TEE(AW) 5X3;PCS;145.200;1500 %;145.200;195.000;0 %;195.000;;
RJ935;Fitting Rucika;TEE(AW) 5X4;PCS;149.100;1500 %;149.100;150.000;0 %;150.000;;
RJ941;Fitting Rucika;TEE(AW) 6;PCS;274.900;1500 %;274.900;250.000;0 %;250.000;;
RJ937;Fitting Rucika;TEE(AW) 6X2;PCS;217.300;1500 %;217.300;200.000;0 %;200.000;;
RJ942;Fitting Rucika;TEE(AW) 8;PCS;569.600;1500 %;569.600;525.000;0 %;525.000;;
RJ915;Fitting Rucika;TEE(AW)2X1;PCS;15.900;1500 %;15.900;15.000;0 %;15.000;;
RJ917;Fitting Rucika;TEE(AW)2X11/2;PCS;261.600;1500 %;261.600;225.000;0 %;225.000;;
RJ916;Fitting Rucika;TEE(AW)2X11/4;PCS;21.700;1500 %;21.700;20.000;0 %;20.000;;
RJ925;Fitting Rucika;TEE(AW)3X11/2;PCS;39.100;1500 %;39.100;35.000;0 %;35.000;;
RJ927;Fitting Rucika;TEE(AW)3X21/2;PCS;48.100;1500 %;48.100;45.000;0 %;45.000;;
RJ938;Fitting Rucika;TEE(AW)6X3;PCS;241.500;1500 %;241.500;300.000;0 %;300.000;;
RJ939;Fitting Rucika;TEE(AW)6X4;PCS;251.800;1500 %;251.800;250.000;0 %;250.000;;
RJ940;Fitting Rucika;TEE(AW)6X5;PCS;272.400;1500 %;272.400;275.000;0 %;275.000;;
RJ964;Fitting Rucika;TEE(D) 10X8;PCS;512.300;1500 %;512.300;450.000;0 %;450.000;;
RJ943;Fitting Rucika;TEE(D) 11/4;PCS;5.200;1500 %;5.200;5.000;0 %;5.000;;
RJ945;Fitting Rucika;TEE(D) 2;PCS;10.900;1500 %;10.900;10.000;0 %;10.000;;
RJ948;Fitting Rucika;TEE(D) 21/2;PCS;19.500;1500 %;19.500;18.000;0 %;18.000;;
RJ946;Fitting Rucika;TEE(D) 21/2X11/2;PCS;13.900;1500 %;13.900;13.000;0 %;13.000;;
RJ947;Fitting Rucika;TEE(D) 21/2X2;PCS;16.900;1500 %;16.900;17.000;0 %;17.000;;
RJ952;Fitting Rucika;TEE(D) 3;PCS;29.200;1500 %;29.200;27.500;0 %;27.500;;
RJ949;Fitting Rucika;TEE(D) 3X11/2;PCS;19.500;1500 %;19.500;20.000;0 %;20.000;;
RJ950;Fitting Rucika;TEE(D) 3X2;PCS;22.500;1500 %;22.500;23.000;0 %;23.000;;
RJ956;Fitting Rucika;TEE(D) 4;PCS;50.000;1500 %;50.000;45.000;0 %;45.000;;
RJ953;Fitting Rucika;TEE(D) 4X11/2;PCS;35.000;1500 %;35.000;32.500;0 %;32.500;;
RJ954;Fitting Rucika;TEE(D) 4X2;PCS;37.200;1500 %;37.200;35.000;0 %;35.000;;
RJ955;Fitting Rucika;TEE(D) 4X3;PCS;37.200;1500 %;37.200;40.000;0 %;40.000;;
RJ959;Fitting Rucika;TEE(D) 5;PCS;88.600;1500 %;88.600;80.000;0 %;80.000;;
RJ957;Fitting Rucika;TEE(D) 5X3;PCS;71.100;1500 %;71.100;65.000;0 %;65.000;;
RJ961;Fitting Rucika;TEE(D) 6;PCS;152.600;1500 %;152.600;150.000;0 %;150.000;;
RJ960;Fitting Rucika;TEE(D) 6X4;PCS;119.500;1500 %;119.500;120.000;0 %;120.000;;
RJ963;Fitting Rucika;TEE(D) 8;PCS;316.900;1500 %;316.900;300.000;0 %;300.000;;
RJ962;Fitting Rucika;TEE(D) 8X4;PCS;162.300;1500 %;162.300;150.000;0 %;150.000;;
RJ944;Fitting Rucika;TEE(D)11/2;PCS;7.300;1500 %;7.300;7.000;0 %;7.000;;
RJ951;Fitting Rucika;TEE(D)3X21/2;PCS;25.000;1500 %;25.000;25.000;0 %;25.000;;
RJ958;Fitting Rucika;TEE(D)5X4;PCS;84.700;1500 %;84.700;75.000;0 %;75.000;;
RJ384;Foot Klep;Foot Klep Besco Modif Pvc 3/4;Pcs;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ385;Foot Klep;Foot Klep Besco Pvc 1;Pcs;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ396;Foot Klep;Foot Klep Booz Pvc 1/2;Pcs;6.500;0 %;6.500;800;0 %;800;;
RJ397;Foot Klep;Foot Klep Booz Pvc 3/4;Pcs;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ389;Foot Klep;Foot Klep Eltra Jumbo Pvc 1/2;Pcs;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ379;Foot Klep;Foot Klep Elva Hitam Pvc 1/2;Pcs;55.000;0 %;55.000;7.500;0 %;7.500;;
RJ380;Foot Klep;Foot Klep Elva Hitam Pvc 3/4;Pcs;60.000;0 %;60.000;8.000;0 %;8.000;;
RJ378;Foot Klep;Foot Klep Gm 1/2 Pvc;Pcs;5.000;0 %;5.000;7.500;0 %;7.500;;
RJ1357;Foot Klep;"Foot Klep Hanjin 1""";PCS;15.000;0 %;15.000;20.000;0 %;20.000;;
RJ1733;Foot Klep;Foot Klep Jumbo 3/4 Viper;1pcs;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ387;Foot Klep;Foot Klep Jumbo hanjin pvc 3/4;Pcs;12.500;0 %;12.500;15.000;0 %;15.000;;
RJ388;Foot Klep;Foot Klep jumbo Hpp Pvc 3/4;Pcs;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ386;Foot Klep;Foot Klep Jumbo Meiji Pvc 3/4;Pcs;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ366;Foot Klep;Foot Klep Kuningan 3/4 Hsg/wanly/viper;Pcs;22.500;0 %;22.500;25.000;0 %;25.000;;
RJ377;Foot Klep;Foot Klep Kuningan Hsg 1;Pcs;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ365;Foot Klep;Foot Klep Kuningan Hsg 1/2;Pcs;20.000;0 %;20.000;22.500;0 %;22.500;;
RJ391;Foot Klep;Foot Klep Mitsutoyo Pvc 11/2;Pcs;20.000;0 %;20.000;25.000;0 %;25.000;;
RJ390;Foot Klep;Foot Klep Mitsutoyo Pvc 11/4;Pcs;17.500;0 %;17.500;20.000;0 %;20.000;;
RJ392;Foot Klep;Foot Klep Mitsutoyo Pvc 2;Pcs;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ382;Foot Klep;Foot Klep Royal Pvc 1;Pcs;8.000;0 %;8.000;12.000;0 %;12.000;;
RJ381;Foot Klep;Foot Klep Royal Pvc 3/4;Pcs;6.500;0 %;6.500;8.000;0 %;8.000;;
RJ395;Foot Klep;Foot Klep Vino Jumbo 1/2 Pvc;Pcs;9.500;0 %;9.500;12.000;0 %;12.000;;
RJ394;Foot Klep;Foot Klep Vino Jumbo Pvc 3/4;Pcs;11.000;0 %;11.000;15.000;0 %;15.000;;
RJ383;Foot Klep;Footklep Besco Pvc 3/4;Pcs;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ485;Foot Klep;Tusen Klep 1/2 Elfa;Pak;55.000;0 %;55.000;10.000;0 %;10.000;;
RJ486;Foot Klep;Tusen Klep Pvc Jp 3/4;Pak;11.000;0 %;11.000;15.000;0 %;15.000;;
RJ757;Gembok;Gembok Kuningan 32mm Nishio;Pcs ;65.000;0 %;65.000;10.000;0 %;10.000;;
RJ758;Gembok;Gembok Kuningan Jeje 38mm;PCS;8.500;0 %;8.500;15.000;0 %;15.000;;
RJ759;Gembok;Gembok Stainles SAB 40 Mm;PCS;17.500;0 %;17.500;20.000;0 %;20.000;;
RJ452;GERGAJI;Gagang Gergaji Comed;Pcs;18.000;0 %;18.000;20.000;0 %;20.000;;
RJ1084;GERGAJI;Gergaji Besi Hitam;PCS;3.000;0 %;3.000;5.000;0 %;5.000;;
RJ450;GERGAJI;Gergaji Orange Biasa ;Pcs;8.000;0 %;8.000;10.000;0 %;10.000;;
RJ451;GERGAJI;Gergaji Orange Sanflex;Pcs;13.500;0 %;13.500;15.000;0 %;15.000;;
RJ1087;Glass Filter;Glass Filter Nanotec + Busa;PCS;120.000;0 %;120.000;120.000;0 %;120.000;;
RJ1542;GUNTING PIPA;Gunting Pipa C MART ;PCS;120.000;0 %;120.000;120.000;0 %;120.000;;
RJ688;GUNTING PIPA;Gunting Pipa WESTPEX Pipa Mas;PCS;100.000;0 %;100.000;100.000;0 %;100.000;;
RJ1961;HCL;KABEL 50MTR HCL Lotus Nymhy 3x1,5mm;PCS;550.000;0 %;550.000;550.000;0 %;550.000;;
RJ1962;HCL;Kabel Lotus 100mm Nymhy 3x1,5mm;PCS;1.000.000;0 %;1.000.000;1.000.000;0 %;1.000.000;;
RJ2006;Hiter;Homa guntingi Pipa 16-32;1pcs;85.000;0 %;85.000;100.000;0 %;100.000;;
RJ2008;Hiter;Homa Kdd /female Elbow L16x1/2;1pcs;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ2007;Hiter;Homa Sdd /equal Straights16;1pcs;40.000;0 %;40.000;40.000;0 %;40.000;;
RJ2005;Hiter;Homa Slang Hiter Hitam;Rool;20.000;0 %;20.000;22.500;0 %;22.500;;
RJ1922;Huller Pipa Abu;Huller 1/2 Abu Pipa;PCS;31.650;2000 %;31.650;30.000;0 %;30.000;;
RJ1934;Huller Pipa Abu;"Huller 10""aw Abu Pipa";PCS;1.809.250;2000 %;1.809.250;1.500.000;0 %;1.500.000;;
RJ1926;Huller Pipa Abu;Huller 11/2 Aw Abu Pipa;PCS;96.400;2000 %;96.400;90.000;0 %;90.000;;
RJ1925;Huller Pipa Abu;Huller 11/4 Aw Abu Pipa;PCS;72.100;2000 %;72.100;70.000;0 %;70.000;;
RJ1935;Huller Pipa Abu;"Huller 12""aw Abu Pipa";PCS;2.630.250;2000 %;2.630.250;2.200.000;0 %;2.200.000;;
RJ1927;Huller Pipa Abu;"Huller 2""aw Abu Pipa";PCS;138.400;2000 %;138.400;125.000;0 %;125.000;;
RJ1928;Huller Pipa Abu;"Huller 21/2"" Aw Abu Pipa";PCS;180.500;2000 %;180.500;165.000;0 %;165.000;;
RJ1929;Huller Pipa Abu;"Huller 3""aw Abu Pipa";PCS;243.700;2000 %;243.700;225.000;0 %;225.000;;
RJ1923;Huller Pipa Abu;Huller 3/4 Abu Pipa;PCS;39.750;2000 %;39.750;40.000;0 %;40.000;;
RJ1930;Huller Pipa Abu;"Huller 4""aw Abu Pipa";PCS;379.900;2000 %;379.900;320.000;0 %;320.000;;
RJ1931;Huller Pipa Abu;"Huller 5""aw Abu Pipa";PCS;588.250;2000 %;588.250;500.000;0 %;500.000;;
RJ1932;Huller Pipa Abu;"Huller 6""aw Abu Pipa";PCS;764.800;2000 %;764.800;700.000;0 %;700.000;;
RJ1933;Huller Pipa Abu;"Huller 8""aw Abu Pipa";PCS;1.201.500;2000 %;1.201.500;975.000;0 %;975.000;;
RJ1924;Huller Pipa Abu;"Huller I""aw Abu Pipa";PCS;51.500;2000 %;51.500;50.000;0 %;50.000;;
RJ1938;Huller Pipa Putih Platinum;"Huller Platinum 1""aw";PCS;38.400;2000 %;38.400;32.500;0 %;32.500;;
RJ1936;Huller Pipa Putih Platinum;Huller Platinum 1/2aw;PCS;19.870;2000 %;19.870;17.000;0 %;17.000;;
RJ1948;Huller Pipa Putih Platinum;"Huller Platinum 10""aw";PCS;1.643.900;2000 %;1.643.900;1.450.000;0 %;1.450.000;;
RJ1959;Huller Pipa Putih Platinum;"Huller Platinum 10""D";PCS;918.350;2000 %;918.350;800.000;0 %;800.000;;
RJ1951;Huller Pipa Putih Platinum;"Huller Platinum 11/2""D";PCS;39.925;2000 %;39.925;32.500;0 %;32.500;;
RJ1940;Huller Pipa Putih Platinum;Huller Platinum 11/2aw;PCS;64.500;2000 %;64.500;52.500;0 %;52.500;;
RJ1939;Huller Pipa Putih Platinum;Huller Platinum 11/4aw ;PCS;56.050;2500 %;56.050;42.500;0 %;42.500;;
RJ1950;Huller Pipa Putih Platinum;Huller Platinum 11/4D;PCS;34.350;2000 %;34.350;30.000;0 %;30.000;;
RJ1949;Huller Pipa Putih Platinum;"Huller Platinum 12""aw";PCS;2.341.250;2000 %;2.341.250;2.000.000;0 %;2.000.000;;
RJ1960;Huller Pipa Putih Platinum;"Huller Platinum 12""D";PCS;1.339.250;2000 %;1.339.250;1.200.000;0 %;1.200.000;;
RJ1941;Huller Pipa Putih Platinum;"Huller Platinum 2""aw";PCS;81.460;2000 %;81.460;67.500;0 %;67.500;;
RJ1952;Huller Pipa Putih Platinum;"Huller Platinum 2""D";PCS;53.250;2500 %;53.250;40.000;0 %;40.000;;
RJ1942;Huller Pipa Putih Platinum;"Huller Platinum 21/2""aw";PCS;116.150;2000 %;116.150;95.000;0 %;95.000;;
RJ1953;Huller Pipa Putih Platinum;"Huller Platinum 21/2""D";PCS;71.675;2000 %;71.675;57.500;0 %;57.500;;
RJ1943;Huller Pipa Putih Platinum;"Huller Platinum 3""aw";PCS;165.350;2000 %;165.350;135.000;0 %;135.000;;
RJ1954;Huller Pipa Putih Platinum;"Huller Platinum 3""D";PCS;94.375;2000 %;94.375;75.000;0 %;75.000;;
RJ1937;Huller Pipa Putih Platinum;Huller Platinum 3/4aw;PCS;27.400;2000 %;27.400;23.500;0 %;23.500;;
RJ1944;Huller Pipa Putih Platinum;"Huller Platinum 4""aw";PCS;281.600;2000 %;281.600;225.000;0 %;225.000;;
RJ1955;Huller Pipa Putih Platinum;"Huller Platinum 4""D";PCS;150.050;2000 %;150.050;120.000;0 %;120.000;;
RJ1956;Huller Pipa Putih Platinum;"Huller Platinum 5""D";PCS;234.550;2000 %;234.550;200.000;0 %;200.000;;
RJ1945;Huller Pipa Putih Platinum;Huller Platinum 5aw;PCS;458.150;2000 %;458.150;375.000;0 %;375.000;;
RJ1946;Huller Pipa Putih Platinum;"Huller Platinum 6""aw";PCS;637.600;2000 %;637.600;550.000;0 %;550.000;;
RJ1957;Huller Pipa Putih Platinum;"Huller Platinum 6""D";PCS;336.500;2000 %;336.500;285.000;0 %;285.000;;
RJ1947;Huller Pipa Putih Platinum;"Huller Platinum 8""aw";PCS;1.085.825;2000 %;1.085.825;900.000;0 %;900.000;;
RJ1958;Huller Pipa Putih Platinum;"Huller Platinum 8""D";PCS;581.800;2000 %;581.800;475.000;0 %;475.000;;
RJ263;Icar;Capasitor Bulat 6uf;PCS;15.400;1000 %;15.400;20.000;0 %;20.000;;
RJ279;Icar;Capasitor Bulat Icar 100uf;PCS;38.019;500 %;38.019;50.000;0 %;50.000;;
RJ265;Icar;Capasitor Bulat Icar 10uf;PCS;20.694;1000 %;20.694;25.000;0 %;25.000;;
RJ266;Icar;Capasitor Bulat Icar 12uf;PCS;22.138;1000 %;22.138;25.000;0 %;25.000;;
RJ267;Icar;Capasitor Bulat Icar 14uf;PCS;24.544;1000 %;24.544;35.000;0 %;35.000;;
RJ280;Icar;Capasitor Bulat Icar 150uf;PCS;49.569;1000 %;49.569;60.000;0 %;60.000;;
RJ268;Icar;Capasitor Bulat Icar 16uf;PCS;25.000;0 %;25.000;37.500;0 %;37.500;;
RJ281;Icar;Capasitor Bulat Icar 200uf;PCS;56.788;1000 %;56.788;70.000;0 %;70.000;;
RJ269;Icar;Capasitor Bulat Icar 20uf;PCS;33.688;500 %;33.688;40.000;0 %;40.000;;
RJ282;Icar;Capasitor Bulat Icar 250uf;PCS;55.000;0 %;55.000;75.000;0 %;75.000;;
RJ270;Icar;Capasitor Bulat Icar 25uf;PCS;40.906;1000 %;40.906;50.000;0 %;50.000;;
RJ283;Icar;Capasitor Bulat Icar 300uf;PCS;68.338;500 %;68.338;80.000;0 %;80.000;;
RJ271;Icar;Capasitor Bulat Icar 30UF;PCS;46.681;1000 %;46.681;60.000;0 %;60.000;;
RJ272;Icar;Capasitor Bulat Icar 35UF;PCS;51.975;500 %;51.975;65.000;0 %;65.000;;
RJ284;Icar;Capasitor Bulat Icar 400uf;PCS;86.625;500 %;86.625;90.000;0 %;90.000;;
RJ273;Icar;Capasitor Bulat Icar 40UF;PCS;58.231;500 %;58.231;70.000;0 %;70.000;;
RJ285;Icar;Capasitor Bulat Icar 500uf;PCS;109.244;500 %;109.244;125.000;0 %;125.000;;
RJ274;Icar;Capasitor Bulat Icar 50UF;PCS;69.300;500 %;69.300;75.000;0 %;75.000;;
RJ286;Icar;Capasitor Bulat Icar 600uf;PCS;132.681;1000 %;132.681;130.000;0 %;130.000;;
RJ278;Icar;Capasitor Bulat Icar 75uf;PCS;28.394;500 %;28.394;35.000;0 %;35.000;;
RJ264;Icar;Capasitor Bulat Icar 8 Uf;PCS;18.288;1000 %;18.288;22.500;0 %;22.500;;
RJ287;Icar;Capasitor Kotak Icar 1.5uf;PCS;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ294;Icar;Capasitor Kotak Icar 10uf;PCS;19.000;0 %;19.000;22.000;0 %;22.000;;
RJ295;Icar;Capasitor Kotak Icar 12uf;PCS;20.000;0 %;20.000;22.500;0 %;22.500;;
RJ296;Icar;Capasitor Kotak Icar 14uf;PCS;22.000;0 %;22.000;25.000;0 %;25.000;;
RJ297;Icar;Capasitor Kotak Icar 16uf;PCS;24.000;0 %;24.000;30.000;0 %;30.000;;
RJ298;Icar;Capasitor Kotak Icar 20uf;PCS;26.000;0 %;26.000;32.500;0 %;32.500;;
RJ288;Icar;Capasitor Kotak Icar 2uf ;PCS;9.144;500 %;9.144;15.000;0 %;15.000;;
RJ289;Icar;Capasitor Kotak Icar 3uf;PCS;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ290;Icar;Capasitor Kotak Icar 3uf;PCS;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ291;Icar;Capasitor Kotak Icar 4uf;PCS;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ292;Icar;Capasitor Kotak Icar 5uf;PCS;15.000;0 %;15.000;20.000;0 %;20.000;;
RJ293;Icar;Capasitor Kotak Icar 6uf;PCS;15.400;500 %;15.400;20.000;0 %;20.000;;
RJ1405;Icar;Icar 100 Uf Running/kabel;PCS;127.531;500 %;127.531;130.000;0 %;130.000;;
RJ2013;Icar;Icar 27.5 Uf;1pcs;45.238;500 %;45.238;60.000;0 %;60.000;;
RJ2014;Icar;Icar 350 Uf ;1pcs;79.888;1000 %;79.888;85.000;0 %;85.000;;
RJ1320;Icar;Icar 350uf;1pcs;85.000;0 %;85.000;85.000;0 %;85.000;;
RJ1872;Impellar;Fan Tutup 226/230 Ory Smz;PCS;40.000;0 %;40.000;40.000;0 %;40.000;;
RJ1523;Impellar;Iimpellar Kuningan Smz Orsinil;1pcs;60.000;0 %;60.000;65.000;0 %;65.000;;
RJ323;Impellar;Impeler Jet Pump 260 Drt Kuningan;Pcs;37.500;0 %;37.500;40.000;0 %;40.000;;
RJ325;Impellar;Impeler Jet Pump Hitam Lingkar Besar;Pcs;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ324;Impellar;Impeler Semi Jet Drt Hitam;Pcs;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ1814;Impellar;Impellar GN-130 Panasonic;1pcs;75.000;0 %;75.000;90.000;0 %;90.000;;
RJ320;Impellar;Impellar Jet 100 Baru ;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ319;Impellar;Impellar Jet 100 Lama Pvc;PCS;32.500;0 %;32.500;37.500;0 %;37.500;;
RJ322;Impellar;Impellar Jet Pump 370 Pvc San EI;Pcs;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ321;Impellar;Impellar Jetpump 255 Pvc;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ312;Impellar;Impellar Kuningan DAB RRT;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ316;Impellar;Impellar Kuningan LOKAL Smz 226 ;PCS;55.000;0 %;55.000;60.000;0 %;60.000;;
RJ315;Impellar;Impellar Kuningan National 200 Lokal;PCS;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ311;Impellar;impellar kuningan National RRT;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ313;Impellar;Impellar Kuningan Sanyo 100 Rrt;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ314;Impellar;Impellar kuningan Sanyo 136 Rrt;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ310;Impellar;Impellar Kuningan Smz RRT;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ317;Impellar;Impellar Lokal National Gp-125;PCS;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ318;Impellar;Impellar Smz 130 Lokal;PCS;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ1097;Impellar;Impellar Smz 226;PCS;60.000;0 %;60.000;65.000;0 %;65.000;;
RJ1139;Impellar;Impellar Smz AIRLUX Kuningan;PCS;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ1613;Impellar;Impellar Smz Pc 250 Jp;1pcs;40.000;0 %;40.000;40.000;0 %;40.000;;
RJ304;Isco;Capasitor Isco Bulat 10uf;PCS;14.000;0 %;14.000;17.000;0 %;17.000;;
RJ305;Isco;Capasitor Isco Bulat 12uf;PCS;16.000;0 %;16.000;18.000;0 %;18.000;;
RJ306;Isco;Capasitor Isco Bulat 14uf;PCS;18.000;0 %;18.000;19.000;0 %;19.000;;
RJ307;Isco;Capasitor Isco Bulat 16uf;PCS;19.000;0 %;19.000;20.000;0 %;20.000;;
RJ308;Isco;Capasitor Isco Bulat 18uf;PCS;20.000;0 %;20.000;22.000;0 %;22.000;;
RJ309;Isco;Capasitor Isco Bulat 20uf;PCS;22.000;0 %;22.000;25.000;0 %;25.000;;
RJ303;Isco;Capasitor Isco Bulat 8uf;PCS;13.000;0 %;13.000;15.000;0 %;15.000;;
RJ299;Isco;Capasitor Isco Kotak 1.5uf;PCS;3.500;0 %;3.500;7.500;0 %;7.500;;
RJ300;Isco;Capasitor Isco Kotak 2uf;PCS;5.000;0 %;5.000;10.000;0 %;10.000;;
RJ301;Isco;Capasitor Isco Kotak 4uf;PCS;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ302;Isco;Capasitor Isco Kotak 6uf;PCS;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ606;Isco;Kran Angsa ISCO Kepala Kecil WF SC 1035;PCS;55.000;0 %;55.000;65.000;0 %;65.000;;
RJ1841;Isco;Kran Angsa Terompet Hitam;1pcs;70.000;0 %;70.000;85.000;0 %;85.000;;
